Customer_ID,Credit_Score,Risk_Category
10102,780,Low
10103,477,High
10104,556,High
10105,718,Medium
10106,573,High
10107,695,Medium
10108,628,High
10109,784,Low
10110,539,High
10111,680,Medium
10112,625,High
10113,517,High
10114,624,High
10115,598,High
10116,477,High
10117,817,Low
10118,565,High
10119,647,High
10120,633,High
10121,561,High
10122,615,High
10123,659,Medium
10124,837,Low
10125,538,High
10126,695,Medium
10127,638,High
10128,716,Medium
10129,484,High
10130,496,High
10131,718,Medium
10132,502,High
10133,776,Low
10134,676,Medium
10135,806,Low
10136,660,Medium
10137,638,High
10138,759,Low
10139,470,High
10140,710,Medium
10141,704,Medium
10142,521,High
10143,791,Low
10144,652,Medium
10145,792,Low
10146,580,High
10147,764,Low
10148,722,Medium
10149,617,High
10150,642,High
10151,559,High
10152,739,Medium
10153,617,High
10154,812,Low
10155,569,High
10156,791,Low
10157,752,Low
10158,507,High
10159,549,High
10160,466,High
10161,673,Medium
10162,707,Medium
10163,782,Low
10164,736,Medium
10165,649,High
10166,821,Low
10167,712,Medium
10168,838,Low
10169,527,High
10170,836,Low
10171,519,High
10172,534,High
10173,476,High
10174,733,Medium
10175,550,High
10176,735,Medium
10177,806,Low
10178,687,Medium
10179,464,High
10180,465,High
10181,681,Medium
10182,768,Low
10183,470,High
10184,631,High
10185,559,High
10186,665,Medium
10187,795,Low
10188,485,High
10189,718,Medium
10190,798,Low
10191,837,Low
10192,831,Low
10193,511,High
10194,681,Medium
10195,475,High
10196,663,Medium
10197,759,Low
10198,530,High
10199,782,Low
10200,656,Medium
10201,461,High
10202,517,High
10203,763,Low
10204,746,Medium
10205,828,Low
10206,654,Medium
10207,505,High
10208,597,High
10209,450,High
10210,540,High
10211,825,Low
10212,592,High
10213,463,High
10214,650,Medium
10215,703,Medium
10216,686,Medium
10217,538,High
10218,495,High
10219,785,Low
10220,744,Medium
10221,793,Low
10222,701,Medium
10223,670,Medium
10224,773,Low
10225,510,High
10226,648,High
10227,674,Medium
10228,777,Low
10229,697,Medium
10230,759,Low
10231,715,Medium
10232,535,High
10233,847,Low
10234,832,Low
10235,846,Low
10236,773,Low
10237,691,Medium
10238,715,Medium
10239,589,High
10240,473,High
10241,669,Medium
10242,613,High
10243,470,High
10244,598,High
10245,759,Low
10246,493,High
10247,506,High
10248,577,High
10249,790,Low
10250,590,High
10251,713,Medium
10252,651,Medium
10253,535,High
10254,466,High
10255,725,Medium
10256,746,Medium
10257,480,High
10258,748,Medium
10259,831,Low
10260,453,High
10261,800,Low
10262,512,High
10263,559,High
10264,650,Medium
10265,584,High
10266,839,Low
10267,598,High
10268,631,High
10269,719,Medium
10270,725,Medium
10271,552,High
10272,482,High
10273,802,Low
10274,566,High
10275,496,High
10276,761,Low
10277,553,High
10278,824,Low
10279,666,Medium
10280,741,Medium
10281,640,High
10282,450,High
10283,685,Medium
10284,495,High
10285,849,Low
10286,488,High
10287,704,Medium
10288,573,High
10289,644,High
10290,487,High
10291,634,High
10292,642,High
10293,469,High
10294,736,Medium
10295,541,High
10296,712,Medium
10297,563,High
10298,663,Medium
10299,630,High
10300,741,Medium
10301,748,Medium
10302,725,Medium
10303,586,High
10304,797,Low
10305,508,High
10306,777,Low
10307,515,High
10308,758,Low
10309,656,Medium
10310,690,Medium
10311,784,Low
10312,788,Low
10313,825,Low
10314,753,Low
10315,633,High
10316,833,Low
10317,628,High
10318,776,Low
10319,798,Low
10320,460,High
10321,464,High
10322,746,Medium
10323,606,High
10324,790,Low
10325,620,High
10326,843,Low
10327,763,Low
10328,825,Low
10329,478,High
10330,702,Medium
10331,683,Medium
10332,644,High
10333,772,Low
10334,719,Medium
10335,502,High
10336,797,Low
10337,501,High
10338,747,Medium
10339,627,High
10340,613,High
10341,650,Medium
10342,661,Medium
10343,753,Low
10344,567,High
10345,599,High
10346,451,High
10347,504,High
10348,450,High
10349,618,High
10350,739,Medium
10351,691,Medium
10352,720,Medium
10353,542,High
10354,479,High
10355,523,High
10356,575,High
10357,482,High
10358,536,High
10359,605,High
10360,497,High
10361,509,High
10362,830,Low
10363,452,High
10364,559,High
10365,587,High
10366,844,Low
10367,680,Medium
10368,615,High
10369,718,Medium
10370,510,High
10371,640,High
10372,641,High
10373,722,Medium
10374,478,High
10375,648,High
10376,581,High
10377,796,Low
10378,681,Medium
10379,724,Medium
10380,786,Low
10381,499,High
10382,522,High
10383,758,Low
10384,686,Medium
10385,643,High
10386,579,High
10387,710,Medium
10388,727,Medium
10389,456,High
10390,821,Low
10391,758,Low
10392,537,High
10393,800,Low
10394,805,Low
10395,470,High
10396,595,High
10397,776,Low
10398,780,Low
10399,750,Low
10400,599,High
10401,599,High
10402,551,High
10403,676,Medium
10404,633,High
10405,705,Medium
10406,782,Low
10407,507,High
10408,601,High
10409,813,Low
10410,676,Medium
10411,839,Low
10412,844,Low
10413,788,Low
10414,654,Medium
10415,587,High
10416,795,Low
10417,591,High
10418,534,High
10419,668,Medium
10420,808,Low
10421,651,Medium
10422,825,Low
10423,613,High
10424,662,Medium
10425,758,Low
10426,606,High
10427,837,Low
10428,490,High
10429,788,Low
10430,502,High
10431,454,High
10432,555,High
10433,453,High
10434,803,Low
10435,593,High
10436,537,High
10437,524,High
10438,546,High
10439,697,Medium
10440,663,Medium
10441,682,Medium
10442,608,High
10443,608,High
10444,492,High
10445,564,High
10446,502,High
10447,795,Low
10448,563,High
10449,537,High
10450,577,High
10451,842,Low
10452,626,High
10453,746,Medium
10454,699,Medium
10455,454,High
10456,496,High
10457,600,High
10458,757,Low
10459,467,High
10460,533,High
10461,581,High
10462,739,Medium
10463,482,High
10464,654,Medium
10465,581,High
10466,694,Medium
10467,456,High
10468,806,Low
10469,695,Medium
10470,635,High
10471,518,High
10472,647,High
10473,712,Medium
10474,488,High
10475,558,High
10476,586,High
10477,638,High
10478,464,High
10479,754,Low
10480,822,Low
10481,652,Medium
10482,622,High
10483,475,High
10484,622,High
10485,524,High
10486,636,High
10487,582,High
10488,566,High
10489,630,High
10490,581,High
10491,559,High
10492,760,Low
10493,661,Medium
10494,569,High
10495,757,Low
10496,568,High
10497,763,Low
10498,601,High
10499,561,High
10500,740,Medium
10501,453,High
10502,546,High
10503,647,High
10504,482,High
10505,838,Low
10506,541,High
10507,737,Medium
10508,485,High
10509,756,Low
10510,850,Low
10511,752,Low
10512,487,High
10513,798,Low
10514,795,Low
10515,477,High
10516,747,Medium
10517,623,High
10518,521,High
10519,751,Low
10520,548,High
10521,661,Medium
10522,606,High
10523,532,High
10524,704,Medium
10525,455,High
10526,619,High
10527,601,High
10528,821,Low
10529,545,High
10530,467,High
10531,479,High
10532,488,High
10533,616,High
10534,539,High
10535,580,High
10536,731,Medium
10537,703,Medium
10538,762,Low
10539,815,Low
10540,546,High
10541,753,Low
10542,791,Low
10543,597,High
10544,628,High
10545,598,High
10546,746,Medium
10547,755,Low
10548,633,High
10549,480,High
10550,611,High
10551,799,Low
10552,687,Medium
10553,530,High
10554,749,Medium
10555,784,Low
10556,623,High
10557,540,High
10558,636,High
10559,546,High
10560,729,Medium
10561,529,High
10562,592,High
10563,683,Medium
10564,632,High
10565,737,Medium
10566,498,High
10567,571,High
10568,850,Low
10569,779,Low
10570,703,Medium
10571,472,High
10572,645,High
10573,618,High
10574,833,Low
10575,772,Low
10576,680,Medium
10577,681,Medium
10578,496,High
10579,565,High
10580,688,Medium
10581,452,High
10582,644,High
10583,756,Low
10584,789,Low
10585,750,Low
10586,557,High
10587,538,High
10588,585,High
10589,516,High
10590,801,Low
10591,811,Low
10592,583,High
10593,748,Medium
10594,488,High
10595,622,High
10596,555,High
10597,622,High
10598,533,High
10599,589,High
10600,501,High
10601,786,Low
10602,748,Medium
10603,694,Medium
10604,506,High
10605,552,High
10606,738,Medium
10607,669,Medium
10608,525,High
10609,730,Medium
10610,814,Low
10611,828,Low
10612,834,Low
10613,585,High
10614,714,Medium
10615,786,Low
10616,551,High
10617,752,Low
10618,485,High
10619,802,Low
10620,509,High
10621,841,Low
10622,766,Low
10623,514,High
10624,825,Low
10625,479,High
10626,735,Medium
10627,651,Medium
10628,603,High
10629,566,High
10630,828,Low
10631,808,Low
10632,489,High
10633,695,Medium
10634,698,Medium
10635,476,High
10636,849,Low
10637,703,Medium
10638,850,Low
10639,811,Low
10640,552,High
10641,790,Low
10642,819,Low
10643,702,Medium
10644,625,High
10645,517,High
10646,559,High
10647,616,High
10648,633,High
10649,732,Medium
10650,521,High
10651,461,High
10652,568,High
10653,722,Medium
10654,481,High
10655,710,Medium
10656,746,Medium
10657,729,Medium
10658,776,Low
10659,617,High
10660,622,High
10661,468,High
10662,603,High
10663,767,Low
10664,757,Low
10665,474,High
10666,815,Low
10667,589,High
10668,471,High
10669,469,High
10670,486,High
10671,648,High
10672,764,Low
10673,670,Medium
10674,831,Low
10675,654,Medium
10676,610,High
10677,621,High
10678,678,Medium
10679,636,High
10680,553,High
10681,680,Medium
10682,588,High
10683,794,Low
10684,634,High
10685,483,High
10686,848,Low
10687,712,Medium
10688,747,Medium
10689,837,Low
10690,676,Medium
10691,556,High
10692,615,High
10693,585,High
10694,812,Low
10695,528,High
10696,670,Medium
10697,624,High
10698,553,High
10699,841,Low
10700,611,High
10701,486,High
10702,577,High
10703,835,Low
10704,462,High
10705,716,Medium
10706,572,High
10707,832,Low
10708,743,Medium
10709,619,High
10710,665,Medium
10711,610,High
10712,518,High
10713,649,High
10714,669,Medium
10715,645,High
10716,841,Low
10717,716,Medium
10718,652,Medium
10719,666,Medium
10720,755,Low
10721,531,High
10722,745,Medium
10723,739,Medium
10724,570,High
10725,549,High
10726,639,High
10727,765,Low
10728,654,Medium
10729,635,High
10730,645,High
10731,841,Low
10732,719,Medium
10733,681,Medium
10734,659,Medium
10735,793,Low
10736,516,High
10737,721,Medium
10738,711,Medium
10739,599,High
10740,715,Medium
10741,491,High
10742,771,Low
10743,463,High
10744,831,Low
10745,538,High
10746,694,Medium
10747,558,High
10748,828,Low
10749,787,Low
10750,804,Low
10751,602,High
10752,787,Low
10753,589,High
10754,610,High
10755,453,High
10756,572,High
10757,767,Low
10758,824,Low
10759,796,Low
10760,450,High
10761,691,Medium
10762,577,High
10763,536,High
10764,797,Low
10765,784,Low
10766,748,Medium
10767,823,Low
10768,479,High
10769,499,High
10770,764,Low
10771,798,Low
10772,452,High
10773,651,Medium
10774,728,Medium
10775,555,High
10776,764,Low
10777,471,High
10778,461,High
10779,804,Low
10780,716,Medium
10781,719,Medium
10782,556,High
10783,631,High
10784,823,Low
10785,844,Low
10786,560,High
10787,634,High
10788,563,High
10789,751,Low
10790,644,High
10791,747,Medium
10792,473,High
10793,462,High
10794,690,Medium
10795,771,Low
10796,772,Low
10797,456,High
10798,739,Medium
10799,833,Low
10800,634,High
10801,729,Medium
10802,649,High
10803,641,High
10804,601,High
10805,533,High
10806,549,High
10807,546,High
10808,617,High
10809,782,Low
10810,528,High
10811,576,High
10812,673,Medium
10813,838,Low
10814,817,Low
10815,818,Low
10816,473,High
10817,841,Low
10818,660,Medium
10819,814,Low
10820,668,Medium
10821,808,Low
10822,593,High
10823,680,Medium
10824,780,Low
10825,710,Medium
10826,704,Medium
10827,565,High
10828,752,Low
10829,818,Low
10830,627,High
10831,539,High
10832,840,Low
10833,523,High
10834,522,High
10835,827,Low
10836,740,Medium
10837,493,High
10838,461,High
10839,630,High
10840,682,Medium
10841,669,Medium
10842,521,High
10843,516,High
10844,623,High
10845,752,Low
10846,777,Low
10847,480,High
10848,584,High
10849,574,High
10850,788,Low
10851,648,High
10852,720,Medium
10853,845,Low
10854,745,Medium
10855,509,High
10856,503,High
10857,606,High
10858,668,Medium
10859,471,High
10860,566,High
10861,754,Low
10862,685,Medium
10863,825,Low
10864,788,Low
10865,765,Low
10866,849,Low
10867,591,High
10868,677,Medium
10869,520,High
10870,627,High
10871,558,High
10872,663,Medium
10873,570,High
10874,705,Medium
10875,719,Medium
10876,678,Medium
10877,546,High
10878,661,Medium
10879,667,Medium
10880,473,High
10881,794,Low
10882,597,High
10883,510,High
10884,600,High
10885,771,Low
10886,532,High
10887,750,Low
10888,730,Medium
10889,815,Low
10890,795,Low
10891,814,Low
10892,813,Low
10893,544,High
10894,717,Medium
10895,515,High
10896,814,Low
10897,652,Medium
10898,574,High
10899,709,Medium
10900,654,Medium
10901,574,High
10902,467,High
10903,670,Medium
10904,605,High
10905,693,Medium
10906,813,Low
10907,773,Low
10908,809,Low
10909,507,High
10910,571,High
10911,480,High
10912,552,High
10913,758,Low
10914,568,High
10915,618,High
10916,814,Low
10917,828,Low
10918,619,High
10919,694,Medium
10920,590,High
10921,523,High
10922,703,Medium
10923,477,High
10924,791,Low
10925,820,Low
10926,521,High
10927,527,High
10928,514,High
10929,659,Medium
10930,544,High
10931,750,Low
10932,600,High
10933,763,Low
10934,737,Medium
10935,657,Medium
10936,482,High
10937,583,High
10938,758,Low
10939,832,Low
10940,516,High
10941,634,High
10942,723,Medium
10943,501,High
10944,468,High
10945,667,Medium
10946,722,Medium
10947,459,High
10948,779,Low
10949,835,Low
10950,707,Medium
10951,557,High
10952,481,High
10953,742,Medium
10954,486,High
10955,547,High
10956,565,High
10957,819,Low
10958,539,High
10959,732,Medium
10960,663,Medium
10961,666,Medium
10962,469,High
10963,834,Low
10964,544,High
10965,710,Medium
10966,655,Medium
10967,458,High
10968,729,Medium
10969,511,High
10970,518,High
10971,832,Low
10972,612,High
10973,503,High
10974,464,High
10975,842,Low
10976,702,Medium
10977,527,High
10978,816,Low
10979,743,Medium
10980,580,High
10981,476,High
10982,506,High
10983,673,Medium
10984,733,Medium
10985,768,Low
10986,577,High
10987,829,Low
10988,496,High
10989,573,High
10990,809,Low
10991,834,Low
10992,528,High
10993,452,High
10994,526,High
10995,601,High
10996,735,Medium
10997,713,Medium
10998,673,Medium
10999,778,Low
11000,618,High
11001,649,High
11002,661,Medium
11003,610,High
11004,462,High
11005,465,High
11006,585,High
11007,504,High
11008,776,Low
11009,832,Low
11010,717,Medium
11011,591,High
11012,592,High
11013,764,Low
11014,651,Medium
11015,572,High
11016,630,High
11017,650,Medium
11018,494,High
11019,626,High
11020,703,Medium
11021,791,Low
11022,686,Medium
11023,643,High
11024,790,Low
11025,695,Medium
11026,819,Low
11027,740,Medium
11028,727,Medium
11029,575,High
11030,549,High
11031,680,Medium
11032,720,Medium
11033,784,Low
11034,812,Low
11035,514,High
11036,744,Medium
11037,578,High
11038,677,Medium
11039,808,Low
11040,567,High
11041,497,High
11042,750,Low
11043,500,High
11044,528,High
11045,490,High
11046,796,Low
11047,455,High
11048,813,Low
11049,690,Medium
11050,594,High
11051,821,Low
11052,538,High
11053,704,Medium
11054,724,Medium
11055,476,High
11056,742,Medium
11057,536,High
11058,511,High
11059,538,High
11060,620,High
11061,755,Low
11062,492,High
11063,538,High
11064,779,Low
11065,687,Medium
11066,557,High
11067,842,Low
11068,665,Medium
11069,474,High
11070,504,High
11071,690,Medium
11072,570,High
11073,560,High
11074,718,Medium
11075,594,High
11076,783,Low
11077,644,High
11078,810,Low
11079,781,Low
11080,547,High
11081,685,Medium
11082,780,Low
11083,663,Medium
11084,782,Low
11085,796,Low
11086,594,High
11087,485,High
11088,812,Low
11089,788,Low
11090,646,High
11091,585,High
11092,791,Low
11093,594,High
11094,477,High
11095,685,Medium
11096,614,High
11097,735,Medium
11098,669,Medium
11099,527,High
11100,588,High
11101,512,High
11102,650,Medium
11103,669,Medium
11104,762,Low
11105,533,High
11106,847,Low
11107,656,Medium
11108,647,High
11109,484,High
11110,521,High
11111,492,High
11112,793,Low
11113,836,Low
11114,753,Low
11115,686,Medium
11116,779,Low
11117,561,High
11118,593,High
11119,653,Medium
11120,707,Medium
11121,742,Medium
11122,779,Low
11123,502,High
11124,492,High
11125,638,High
11126,568,High
11127,726,Medium
11128,538,High
11129,791,Low
11130,824,Low
11131,564,High
11132,757,Low
11133,844,Low
11134,499,High
11135,479,High
11136,721,Medium
11137,708,Medium
11138,655,Medium
11139,634,High
11140,614,High
11141,781,Low
11142,490,High
11143,580,High
11144,714,Medium
11145,809,Low
11146,663,Medium
11147,673,Medium
11148,537,High
11149,734,Medium
11150,831,Low
11151,810,Low
11152,815,Low
11153,721,Medium
11154,460,High
11155,828,Low
11156,480,High
11157,660,Medium
11158,604,High
11159,787,Low
11160,669,Medium
11161,846,Low
11162,564,High
11163,682,Medium
11164,610,High
11165,732,Medium
11166,731,Medium
11167,699,Medium
11168,801,Low
11169,495,High
11170,634,High
11171,739,Medium
11172,557,High
11173,730,Medium
11174,522,High
11175,621,High
11176,702,Medium
11177,539,High
11178,661,Medium
11179,647,High
11180,543,High
11181,577,High
11182,579,High
11183,803,Low
11184,545,High
11185,496,High
11186,559,High
11187,519,High
11188,686,Medium
11189,826,Low
11190,681,Medium
11191,613,High
11192,672,Medium
11193,813,Low
11194,724,Medium
11195,785,Low
11196,676,Medium
11197,599,High
11198,518,High
11199,483,High
11200,563,High
11201,550,High
11202,597,High
11203,780,Low
11204,556,High
11205,777,Low
11206,708,Medium
11207,761,Low
11208,846,Low
11209,753,Low
11210,764,Low
11211,462,High
11212,584,High
11213,763,Low
11214,803,Low
11215,456,High
11216,620,High
11217,647,High
11218,788,Low
11219,578,High
11220,567,High
11221,455,High
11222,811,Low
11223,601,High
11224,562,High
11225,674,Medium
11226,608,High
11227,487,High
11228,819,Low
11229,686,Medium
11230,495,High
11231,502,High
11232,719,Medium
11233,688,Medium
11234,796,Low
11235,601,High
11236,535,High
11237,676,Medium
11238,597,High
11239,518,High
11240,796,Low
11241,593,High
11242,615,High
11243,779,Low
11244,491,High
11245,467,High
11246,495,High
11247,698,Medium
11248,530,High
11249,499,High
11250,500,High
11251,784,Low
11252,697,Medium
11253,653,Medium
11254,842,Low
11255,630,High
11256,791,Low
11257,644,High
11258,838,Low
11259,511,High
11260,651,Medium
11261,670,Medium
11262,471,High
11263,551,High
11264,785,Low
11265,824,Low
11266,519,High
11267,547,High
11268,840,Low
11269,536,High
11270,721,Medium
11271,453,High
11272,635,High
11273,783,Low
11274,611,High
11275,541,High
11276,739,Medium
11277,791,Low
11278,755,Low
11279,734,Medium
11280,825,Low
11281,706,Medium
11282,476,High
11283,515,High
11284,751,Low
11285,699,Medium
11286,609,High
11287,661,Medium
11288,725,Medium
11289,667,Medium
11290,715,Medium
11291,807,Low
11292,794,Low
11293,502,High
11294,676,Medium
11295,842,Low
11296,762,Low
11297,685,Medium
11298,518,High
11299,784,Low
11300,540,High
11301,510,High
11302,691,Medium
11303,468,High
11304,798,Low
11305,745,Medium
11306,499,High
11307,720,Medium
11308,660,Medium
11309,599,High
11310,663,Medium
11311,456,High
11312,523,High
11313,507,High
11314,652,Medium
11315,467,High
11316,607,High
11317,821,Low
11318,678,Medium
11319,823,Low
11320,642,High
11321,808,Low
11322,455,High
11323,617,High
11324,712,Medium
11325,626,High
11326,572,High
11327,587,High
11328,705,Medium
11329,558,High
11330,826,Low
11331,628,High
11332,779,Low
11333,625,High
11334,715,Medium
11335,528,High
11336,531,High
11337,508,High
11338,492,High
11339,462,High
11340,545,High
11341,778,Low
11342,472,High
11343,761,Low
11344,628,High
11345,545,High
11346,615,High
11347,583,High
11348,687,Medium
11349,531,High
11350,710,Medium
11351,822,Low
11352,685,Medium
11353,620,High
11354,484,High
11355,687,Medium
11356,716,Medium
11357,729,Medium
11358,544,High
11359,475,High
11360,715,Medium
11361,595,High
11362,468,High
11363,660,Medium
11364,660,Medium
11365,625,High
11366,818,Low
11367,661,Medium
11368,587,High
11369,802,Low
11370,690,Medium
11371,652,Medium
11372,695,Medium
11373,586,High
11374,792,Low
11375,530,High
11376,666,Medium
11377,473,High
11378,763,Low
11379,654,Medium
11380,477,High
11381,789,Low
11382,675,Medium
11383,681,Medium
11384,684,Medium
11385,590,High
11386,664,Medium
11387,843,Low
11388,550,High
11389,842,Low
11390,487,High
11391,551,High
11392,621,High
11393,628,High
11394,734,Medium
11395,525,High
11396,504,High
11397,710,Medium
11398,836,Low
11399,723,Medium
11400,634,High
11401,672,Medium
11402,578,High
11403,578,High
11404,696,Medium
11405,733,Medium
11406,794,Low
11407,661,Medium
11408,655,Medium
11409,683,Medium
11410,549,High
11411,496,High
11412,526,High
11413,467,High
11414,565,High
11415,560,High
11416,745,Medium
11417,585,High
11418,658,Medium
11419,455,High
11420,510,High
11421,752,Low
11422,618,High
11423,550,High
11424,477,High
11425,456,High
11426,800,Low
11427,466,High
11428,819,Low
11429,552,High
11430,638,High
11431,709,Medium
11432,564,High
11433,585,High
11434,788,Low
11435,529,High
11436,471,High
11437,633,High
11438,767,Low
11439,746,Medium
11440,571,High
11441,818,Low
11442,845,Low
11443,830,Low
11444,562,High
11445,618,High
11446,515,High
11447,796,Low
11448,796,Low
11449,798,Low
11450,574,High
11451,482,High
11452,685,Medium
11453,551,High
11454,469,High
11455,469,High
11456,692,Medium
11457,816,Low
11458,484,High
11459,480,High
11460,599,High
11461,533,High
11462,646,High
11463,706,Medium
11464,764,Low
11465,634,High
11466,674,Medium
11467,719,Medium
11468,634,High
11469,606,High
11470,451,High
11471,514,High
11472,590,High
11473,656,Medium
11474,532,High
11475,845,Low
11476,731,Medium
11477,450,High
11478,490,High
11479,501,High
11480,748,Medium
11481,740,Medium
11482,778,Low
11483,614,High
11484,611,High
11485,610,High
11486,841,Low
11487,611,High
11488,489,High
11489,510,High
11490,821,Low
11491,827,Low
11492,639,High
11493,775,Low
11494,688,Medium
11495,570,High
11496,837,Low
11497,555,High
11498,762,Low
11499,547,High
11500,667,Medium
11501,623,High
11502,706,Medium
11503,652,Medium
11504,773,Low
11505,850,Low
11506,562,High
11507,517,High
11508,651,Medium
11509,451,High
11510,728,Medium
11511,760,Low
11512,738,Medium
11513,784,Low
11514,793,Low
11515,717,Medium
11516,716,Medium
11517,651,Medium
11518,551,High
11519,592,High
11520,567,High
11521,796,Low
11522,623,High
11523,736,Medium
11524,768,Low
11525,625,High
11526,757,Low
11527,757,Low
11528,699,Medium
11529,457,High
11530,571,High
11531,761,Low
11532,679,Medium
11533,750,Low
11534,514,High
11535,553,High
11536,741,Medium
11537,463,High
11538,591,High
11539,627,High
11540,509,High
11541,806,Low
11542,520,High
11543,657,Medium
11544,704,Medium
11545,531,High
11546,759,Low
11547,460,High
11548,468,High
11549,627,High
11550,799,Low
11551,594,High
11552,775,Low
11553,571,High
11554,706,Medium
11555,517,High
11556,453,High
11557,840,Low
11558,704,Medium
11559,760,Low
11560,491,High
11561,535,High
11562,799,Low
11563,601,High
11564,469,High
11565,481,High
11566,484,High
11567,831,Low
11568,810,Low
11569,484,High
11570,775,Low
11571,815,Low
11572,662,Medium
11573,488,High
11574,696,Medium
11575,829,Low
11576,475,High
11577,678,Medium
11578,660,Medium
11579,492,High
11580,546,High
11581,557,High
11582,625,High
11583,478,High
11584,796,Low
11585,586,High
11586,601,High
11587,747,Medium
11588,841,Low
11589,647,High
11590,811,Low
11591,573,High
11592,674,Medium
11593,500,High
11594,827,Low
11595,822,Low
11596,806,Low
11597,521,High
11598,477,High
11599,660,Medium
11600,848,Low
11601,767,Low
11602,458,High
11603,609,High
11604,642,High
11605,468,High
11606,630,High
11607,836,Low
11608,540,High
11609,474,High
11610,486,High
11611,526,High
11612,471,High
11613,814,Low
11614,630,High
11615,776,Low
11616,518,High
11617,765,Low
11618,800,Low
11619,588,High
11620,602,High
11621,464,High
11622,545,High
11623,772,Low
11624,583,High
11625,454,High
11626,637,High
11627,637,High
11628,806,Low
11629,651,Medium
11630,489,High
11631,575,High
11632,727,Medium
11633,703,Medium
11634,555,High
11635,496,High
11636,817,Low
11637,740,Medium
11638,678,Medium
11639,521,High
11640,681,Medium
11641,518,High
11642,473,High
11643,537,High
11644,793,Low
11645,494,High
11646,656,Medium
11647,467,High
11648,511,High
11649,579,High
11650,590,High
11651,847,Low
11652,474,High
11653,576,High
11654,703,Medium
11655,473,High
11656,753,Low
11657,500,High
11658,802,Low
11659,548,High
11660,557,High
11661,490,High
11662,629,High
11663,557,High
11664,457,High
11665,617,High
11666,564,High
11667,693,Medium
11668,790,Low
11669,490,High
11670,776,Low
11671,463,High
11672,627,High
11673,764,Low
11674,724,Medium
11675,714,Medium
11676,492,High
11677,838,Low
11678,786,Low
11679,708,Medium
11680,689,Medium
11681,770,Low
11682,626,High
11683,639,High
11684,580,High
11685,518,High
11686,598,High
11687,622,High
11688,800,Low
11689,688,Medium
11690,660,Medium
11691,496,High
11692,653,Medium
11693,475,High
11694,796,Low
11695,562,High
11696,476,High
11697,481,High
11698,542,High
11699,745,Medium
11700,820,Low
11701,488,High
11702,840,Low
11703,656,Medium
11704,636,High
11705,564,High
11706,705,Medium
11707,489,High
11708,571,High
11709,577,High
11710,756,Low
11711,461,High
11712,502,High
11713,764,Low
11714,763,Low
11715,582,High
11716,483,High
11717,613,High
11718,677,Medium
11719,618,High
11720,655,Medium
11721,596,High
11722,615,High
11723,490,High
11724,589,High
11725,561,High
11726,743,Medium
11727,657,Medium
11728,762,Low
11729,688,Medium
11730,586,High
11731,836,Low
11732,823,Low
11733,638,High
11734,606,High
11735,586,High
11736,620,High
11737,614,High
11738,582,High
11739,699,Medium
11740,793,Low
11741,464,High
11742,798,Low
11743,641,High
11744,624,High
11745,628,High
11746,498,High
11747,765,Low
11748,602,High
11749,615,High
11750,671,Medium
11751,676,Medium
11752,503,High
11753,652,Medium
11754,764,Low
11755,743,Medium
11756,668,Medium
11757,540,High
11758,569,High
11759,657,Medium
11760,725,Medium
11761,850,Low
11762,843,Low
11763,709,Medium
11764,575,High
11765,470,High
11766,559,High
11767,468,High
11768,781,Low
11769,603,High
11770,588,High
11771,843,Low
11772,605,High
11773,772,Low
11774,584,High
11775,528,High
11776,558,High
11777,670,Medium
11778,459,High
11779,461,High
11780,548,High
11781,594,High
11782,798,Low
11783,706,Medium
11784,630,High
11785,573,High
11786,550,High
11787,654,Medium
11788,483,High
11789,742,Medium
11790,507,High
11791,606,High
11792,673,Medium
11793,644,High
11794,668,Medium
11795,500,High
11796,620,High
11797,618,High
11798,702,Medium
11799,590,High
11800,477,High
11801,847,Low
11802,835,Low
11803,729,Medium
11804,742,Medium
11805,570,High
11806,486,High
11807,700,Medium
11808,567,High
11809,494,High
11810,688,Medium
11811,710,Medium
11812,457,High
11813,819,Low
11814,528,High
11815,513,High
11816,521,High
11817,668,Medium
11818,575,High
11819,475,High
11820,796,Low
11821,758,Low
11822,768,Low
11823,845,Low
11824,736,Medium
11825,628,High
11826,620,High
11827,726,Medium
11828,682,Medium
11829,737,Medium
11830,467,High
11831,738,Medium
11832,557,High
11833,761,Low
11834,690,Medium
11835,788,Low
11836,589,High
11837,490,High
11838,663,Medium
11839,807,Low
11840,652,Medium
11841,472,High
11842,643,High
11843,564,High
11844,583,High
11845,758,Low
11846,850,Low
11847,715,Medium
11848,538,High
11849,560,High
11850,752,Low
11851,828,Low
11852,624,High
11853,720,Medium
11854,565,High
11855,461,High
11856,454,High
11857,634,High
11858,705,Medium
11859,545,High
11860,604,High
11861,498,High
11862,788,Low
11863,709,Medium
11864,580,High
11865,680,Medium
11866,765,Low
11867,808,Low
11868,504,High
11869,527,High
11870,490,High
11871,820,Low
11872,578,High
11873,837,Low
11874,594,High
11875,776,Low
11876,746,Medium
11877,648,High
11878,729,Medium
11879,677,Medium
11880,748,Medium
11881,608,High
11882,737,Medium
11883,686,Medium
11884,602,High
11885,767,Low
11886,652,Medium
11887,815,Low
11888,801,Low
11889,709,Medium
11890,596,High
11891,580,High
11892,541,High
11893,573,High
11894,621,High
11895,740,Medium
11896,635,High
11897,638,High
11898,705,Medium
11899,610,High
11900,847,Low
11901,728,Medium
11902,699,Medium
11903,723,Medium
11904,558,High
11905,718,Medium
11906,631,High
11907,769,Low
