Loan_ID,Customer_ID,Loan_Date,Loan_Type,Loan_Amount,Interest_Rate,Loan_Term,EMI,Loan_Status
97612,9761,2023-08-23,Business,4324707,12.26,120,40457.63,Active
97620,9762,2022-09-04,Gold,2111453,8.27,180,12700.39,Active
97630,9763,2022-05-26,Education,1676687,14.18,12,159536.77,Closed
97631,9763,2023-02-10,Auto,2793261,16.59,180,18092.57,Active
97632,9763,2024-01-22,Home,7173054,9.83,60,131302.75,Closed
97640,9764,2021-10-09,Education,217768,16.3,24,10552.67,Active
97650,9765,2023-10-03,Gold,5831041,13.38,24,275468.1,Default
97651,9765,2023-12-22,Gold,111480,9.9,12,10209.71,Active
97660,9766,2021-06-18,Home,5297605,17.44,120,51845.89,Active
97670,9767,2021-10-01,Business,4525688,9.99,60,82963.4,Active
97671,9767,2022-12-28,Gold,3366051,14.21,240,16018.2,Active
97680,9768,2020-04-16,Education,6724169,16.82,120,65459.79,Active
97681,9768,2021-08-27,Education,621547,12.56,180,3886.74,Closed
97682,9768,2022-12-08,Gold,5709723,11.56,240,26540.7,Active
97690,9769,2020-06-20,Home,7549166,13.78,12,715786.76,Active
97691,9769,2021-07-09,Business,2013369,7.11,120,17971.0,Active
97692,9769,2023-08-12,Gold,6070062,12.81,120,57063.64,Active
97700,9770,2022-02-06,Business,7541652,11.56,24,350561.12,Active
97710,9771,2022-03-04,Education,2322164,14.43,300,8857.51,Active
97711,9771,2022-05-16,Education,6581960,14.09,180,41718.66,Closed
97720,9772,2024-04-21,Business,1474309,16.84,240,7177.43,Closed
97721,9772,2024-01-18,Education,5556687,17.82,24,272787.03,Active
97730,9773,2024-12-10,Personal,7555616,11.4,300,28056.52,Closed
97731,9773,2020-11-21,Auto,532170,6.6,36,15758.15,Closed
97740,9774,2020-11-11,Personal,502891,8.82,180,3040.26,Closed
97741,9774,2025-01-15,Home,6534177,15.47,300,25150.05,Active
97742,9774,2023-06-29,Education,7429733,16.1,24,359413.33,Active
97750,9775,2022-01-03,Auto,5833765,6.64,300,20737.09,Active
97751,9775,2023-04-20,Gold,7079759,10.67,60,130586.15,Closed
97760,9776,2022-04-23,Auto,7424371,7.59,24,332828.36,Active
97761,9776,2023-11-01,Personal,2941532,10.18,120,27008.17,Active
97770,9777,2021-12-29,Auto,5834234,9.64,24,266527.26,Active
97771,9777,2025-01-30,Gold,3027318,11.02,36,93359.12,Active
97772,9777,2020-07-27,Auto,7553651,14.89,36,241066.38,Active
97780,9778,2022-12-27,Education,3721101,17.24,240,18177.58,Closed
97781,9778,2021-11-10,Education,1895607,14.08,36,60069.68,Active
97790,9779,2020-06-13,Business,5502159,9.91,24,251975.96,Active
97800,9780,2022-05-20,Gold,4391778,17.39,24,214812.84,Closed
97801,9780,2020-05-03,Business,6310580,9.67,240,28836.72,Closed
97810,9781,2020-03-25,Auto,1800688,14.4,24,85832.79,Active
97811,9781,2024-01-03,Auto,5874470,15.65,180,37743.47,Active
97812,9781,2022-05-04,Business,4428160,12.38,24,207348.59,Active
97820,9782,2022-10-26,Business,5088688,9.86,180,31057.96,Closed
97821,9782,2024-12-15,Gold,1623101,16.09,24,78510.75,Default
97830,9783,2020-07-08,Gold,7741434,7.78,300,27812.39,Active
97831,9783,2020-06-13,Home,6022496,11.33,24,279368.53,Active
97832,9783,2020-06-30,Gold,5683707,14.31,120,54142.05,Closed
97840,9784,2022-08-11,Gold,6821621,11.83,24,317859.12,Active
97850,9785,2023-08-16,Personal,3767144,12.63,24,176788.93,Closed
97860,9786,2024-12-22,Personal,2589099,14.51,300,9882.59,Active
97870,9787,2020-10-13,Education,2427491,6.58,36,71867.22,Default
97880,9788,2020-04-08,Home,3104131,12.94,60,58430.09,Closed
97881,9788,2024-12-17,Business,2930790,11.73,300,10915.24,Default
97882,9788,2020-10-07,Home,7793425,15.9,300,30108.6,Active
97890,9789,2025-03-30,Business,2393938,11.97,120,22337.44,Active
97900,9790,2023-07-08,Business,7929128,14.16,36,251441.46,Active
97901,9790,2022-08-14,Personal,620284,9.08,36,18794.61,Default
97910,9791,2021-01-01,Business,6910448,16.07,240,33420.65,Active
97920,9792,2022-08-28,Home,7072185,9.55,24,322815.78,Closed
97921,9792,2022-10-11,Education,7920231,6.52,60,140610.5,Active
97922,9792,2020-10-29,Education,1069464,7.48,24,47894.16,Closed
97930,9793,2021-05-19,Business,4457953,13.08,120,42008.78,Active
97931,9793,2025-03-29,Auto,4597685,9.18,300,16732.51,Active
97932,9793,2025-02-26,Auto,1822769,17.26,240,8905.75,Active
97940,9794,2021-09-14,Gold,1687421,11.96,240,7871.82,Active
97950,9795,2022-10-15,Home,7591107,13.91,180,48039.06,Active
97960,9796,2020-09-03,Gold,4976991,7.48,24,222886.25,Active
97970,9797,2021-11-21,Business,3062468,15.51,60,58957.61,Default
97971,9797,2022-01-13,Gold,4851524,7.9,180,29082.19,Active
97980,9798,2025-05-02,Education,3757346,10.29,180,23022.09,Active
97990,9799,2022-05-12,Education,5939025,9.41,240,27074.53,Active
97991,9799,2024-03-16,Personal,6397736,9.9,120,58592.6,Active
98000,9800,2024-05-12,Business,2647176,11.72,300,9858.08,Closed
98001,9800,2020-01-23,Auto,7649253,12.96,180,48003.31,Closed
98010,9801,2025-05-20,Gold,2291822,15.03,120,21969.02,Active
98011,9801,2021-11-12,Personal,4936120,17.64,24,241952.15,Closed
98012,9801,2020-04-02,Auto,7993628,12.69,60,150133.66,Active
98020,9802,2023-02-19,Auto,3577359,9.03,180,21668.86,Closed
98030,9803,2023-04-04,Gold,7435111,8.81,24,337089.34,Active
98031,9803,2020-01-13,Education,6431364,15.6,36,206518.24,Default
98032,9803,2024-07-27,Personal,5362922,9.12,36,162556.12,Active
98040,9804,2024-01-12,Auto,5928558,17.1,180,38568.56,Active
98050,9805,2024-01-10,Personal,3703670,14.74,180,23608.84,Active
98060,9806,2023-07-18,Business,6665260,8.46,36,200809.47,Closed
98070,9807,2021-09-08,Business,1868793,7.19,240,8346.5,Closed
98071,9807,2022-02-02,Gold,1866933,9.67,120,17062.21,Active
98080,9808,2024-05-25,Business,4083458,9.57,120,37285.37,Active
98090,9809,2024-07-06,Personal,5910614,15.77,120,57022.65,Active
98091,9809,2024-07-04,Personal,1884378,12.19,240,8808.68,Active
98100,9810,2020-12-10,Auto,353094,10.45,300,1299.97,Active
98101,9810,2020-09-24,Business,1845127,9.2,60,33581.31,Active
98102,9810,2023-09-23,Auto,2119220,17.16,12,206906.51,Closed
98110,9811,2025-04-02,Business,7016964,12.76,300,26374.43,Closed
98120,9812,2020-03-16,Auto,1559390,6.58,24,69249.91,Closed
98130,9813,2023-02-10,Business,3490387,6.92,12,310993.48,Default
98140,9814,2025-01-24,Business,1404386,14.66,240,6709.45,Default
98141,9814,2020-07-21,Personal,7864969,9.06,300,28591.78,Active
98142,9814,2020-05-06,Education,7518816,13.3,300,28396.06,Active
98150,9815,2023-07-25,Education,6871449,8.56,36,207212.36,Active
98151,9815,2025-05-06,Auto,7933571,17.84,60,155815.33,Closed
98160,9816,2021-08-08,Auto,5980013,17.74,60,117347.79,Active
98161,9816,2024-03-09,Auto,186258,12.17,300,696.42,Closed
98170,9817,2023-12-11,Business,6305292,9.83,24,288545.93,Default
98180,9818,2020-08-12,Gold,226001,17.41,240,1105.62,Active
98181,9818,2024-01-14,Business,1310578,8.52,240,5926.0,Active
98190,9819,2022-10-11,Personal,4910262,10.22,24,225503.78,Active
98191,9819,2022-11-29,Home,2777235,9.41,180,16880.96,Closed
98200,9820,2023-04-14,Education,6153364,7.63,240,27595.27,Closed
98210,9821,2022-04-04,Business,3554892,7.59,24,159362.85,Active
98211,9821,2021-01-02,Auto,2233545,16.57,36,72323.43,Closed
98212,9821,2024-01-17,Auto,6021321,10.68,300,22214.66,Default
98220,9822,2021-09-25,Personal,3382886,17.56,60,66282.01,Active
98221,9822,2023-02-22,Personal,4925157,13.35,36,155074.04,Active
98230,9823,2021-05-07,Home,3527159,9.66,24,161161.77,Active
98240,9824,2022-11-09,Home,4538747,15.14,12,435492.77,Closed
98250,9825,2021-01-04,Auto,1059928,7.76,36,31727.18,Active
98260,9826,2022-08-26,Education,5992061,12.59,180,37480.34,Closed
98261,9826,2023-11-05,Personal,1509509,8.88,12,136962.78,Active
98270,9827,2025-04-25,Auto,1887301,10.4,24,86815.85,Default
98271,9827,2022-09-09,Auto,2654658,16.03,180,17112.22,Active
98280,9828,2023-02-03,Education,5104345,10.38,36,156504.89,Closed
98281,9828,2020-10-05,Gold,1573926,17.52,36,51379.94,Closed
98282,9828,2023-10-13,Personal,3150385,17.14,240,15376.5,Active
98290,9829,2024-09-30,Auto,1336089,12.02,36,41574.64,Default
98291,9829,2024-05-07,Personal,2369556,8.12,12,213497.0,Active
98292,9829,2025-06-03,Auto,6589960,14.88,12,630878.84,Default
98300,9830,2022-05-15,Gold,2960527,12.48,60,55500.01,Active
98301,9830,2022-11-23,Education,3660503,10.19,300,13445.03,Closed
98310,9831,2025-02-01,Gold,2111809,16.85,180,13709.16,Active
98311,9831,2021-12-06,Home,2155957,6.59,240,9575.14,Active
98312,9831,2020-05-21,Auto,7927705,7.99,240,35671.37,Closed
98320,9832,2022-03-15,Personal,2620417,11.11,180,16175.25,Closed
98321,9832,2021-09-14,Auto,4566031,11.15,12,422928.62,Closed
98322,9832,2023-03-17,Auto,2467500,10.53,120,22727.73,Active
98330,9833,2022-09-05,Education,4856266,11.83,120,45256.35,Active
98331,9833,2023-10-14,Business,3691903,11.3,180,22828.27,Closed
98340,9834,2020-12-13,Education,6699923,9.67,24,306158.56,Closed
98350,9835,2024-02-15,Education,2875948,11.27,24,133336.14,Active
98351,9835,2021-10-09,Home,485227,15.65,240,2338.19,Closed
98352,9835,2020-05-12,Auto,6446635,8.11,300,23231.52,Active
98360,9836,2020-10-10,Gold,1934936,17.51,60,37895.72,Default
98361,9836,2025-01-16,Business,3934685,7.49,180,23496.63,Active
98370,9837,2024-06-24,Gold,2601701,17.5,60,50949.98,Closed
98380,9838,2024-02-04,Education,361847,8.14,120,3260.84,Active
98381,9838,2023-12-25,Business,2066032,9.02,24,93849.5,Active
98382,9838,2023-09-19,Personal,1368845,13.43,240,6469.5,Active
98390,9839,2025-06-16,Education,1328111,11.96,180,8260.85,Active
98400,9840,2022-11-25,Home,4208750,6.51,60,74712.33,Active
98410,9841,2024-04-02,Home,6883241,12.25,36,214623.28,Default
98411,9841,2024-01-28,Home,2096016,8.84,24,95054.33,Active
98412,9841,2020-01-21,Personal,711417,15.88,240,3434.96,Default
98420,9842,2024-12-30,Gold,3231628,17.9,12,317507.45,Active
98430,9843,2024-10-09,Gold,2438548,14.56,300,9312.0,Active
98431,9843,2021-01-14,Gold,6790794,14.19,180,43080.04,Active
98440,9844,2022-11-26,Home,3752367,10.98,240,17351.57,Closed
98450,9845,2020-07-31,Gold,3049984,17.08,180,19838.45,Active
98451,9845,2023-06-19,Education,4988003,9.19,120,45386.67,Default
98460,9846,2021-04-23,Auto,7509862,8.51,60,135815.85,Active
98461,9846,2023-04-07,Auto,2678307,8.18,12,241449.38,Closed
98470,9847,2022-01-25,Gold,1540815,17.44,24,75397.21,Closed
98471,9847,2020-12-28,Auto,3021316,6.73,120,26872.09,Closed
98480,9848,2023-02-01,Education,3386812,14.96,240,16222.83,Active
98481,9848,2025-01-01,Personal,2369161,7.86,12,212948.09,Active
98482,9848,2022-12-08,Home,7587605,9.0,24,344603.73,Active
98490,9849,2025-02-08,Auto,2207497,9.31,180,13405.64,Active
98491,9849,2025-01-12,Education,6546944,11.7,120,60941.14,Closed
98500,9850,2021-05-21,Auto,4999326,10.34,36,153229.34,Active
98510,9851,2024-01-05,Gold,3137516,15.91,24,151528.95,Closed
98511,9851,2025-04-09,Auto,5243943,16.7,24,254986.73,Active
98520,9852,2024-12-31,Gold,6150788,14.67,240,29387.95,Active
98530,9853,2023-03-10,Business,7925520,9.95,60,145235.15,Closed
98531,9853,2021-04-15,Personal,1472063,17.91,120,14464.25,Active
98540,9854,2021-10-27,Education,1712441,7.29,24,76553.25,Active
98541,9854,2021-12-04,Home,3852054,15.49,12,370728.1,Active
98542,9854,2023-02-19,Auto,5059503,14.89,240,24220.26,Closed
98550,9855,2024-11-24,Education,3776612,12.51,24,177044.42,Default
98551,9855,2022-05-02,Home,6640076,9.74,36,202411.65,Closed
98560,9856,2021-05-24,Personal,2525219,8.87,240,11455.02,Active
98570,9857,2020-05-25,Home,881666,8.71,36,26623.86,Default
98571,9857,2024-11-11,Business,6589163,15.63,12,634920.76,Active
98580,9858,2020-05-15,Home,5242638,8.03,60,94393.7,Active
98590,9859,2024-07-09,Business,7482994,9.21,60,136202.96,Closed
98600,9860,2023-04-28,Personal,4455693,13.27,24,210290.14,Default
98601,9860,2024-01-19,Gold,1390149,15.95,36,44774.38,Active
98610,9861,2024-12-19,Home,5992903,6.66,36,177556.4,Default
98611,9861,2025-02-27,Gold,2624565,17.76,12,257557.31,Active
98620,9862,2020-05-06,Gold,1121643,13.7,24,53137.84,Active
98621,9862,2023-03-21,Personal,3868326,10.83,180,23818.14,Closed
98630,9863,2020-04-15,Auto,5954540,7.17,300,21271.6,Closed
98631,9863,2020-10-07,Education,3824634,14.31,120,36432.83,Closed
98640,9864,2024-08-27,Personal,1181869,11.04,180,7290.82,Closed
98650,9865,2022-11-24,Education,5891270,7.89,36,176558.09,Active
98651,9865,2024-09-15,Home,2767878,7.97,24,124519.91,Active
98652,9865,2023-05-16,Auto,7951321,13.17,60,149975.17,Active
98660,9866,2023-08-24,Personal,2497289,10.48,240,11495.85,Active
98661,9866,2024-11-30,Auto,501188,14.32,24,23873.26,Active
98670,9867,2024-09-27,Personal,4695829,9.5,36,142831.47,Closed
98680,9868,2021-07-05,Auto,2633690,15.65,120,25382.19,Default
98681,9868,2020-09-09,Education,283507,14.88,36,9047.02,Active
98682,9868,2021-11-12,Personal,1452795,10.61,12,133911.38,Closed
98690,9869,2020-11-21,Business,4677573,16.33,24,226725.86,Default
98700,9870,2025-04-26,Personal,4103935,9.54,120,37462.09,Closed
98701,9870,2022-01-20,Auto,1952344,14.56,240,9319.19,Default
98710,9871,2022-05-19,Education,2430887,10.03,180,14859.47,Active
98711,9871,2021-01-21,Education,7991861,11.12,60,148009.27,Active
98712,9871,2025-05-02,Business,1513801,9.05,240,6878.33,Active
98720,9872,2020-07-10,Education,7629295,15.99,12,737434.94,Active
98721,9872,2022-06-27,Gold,5780844,13.42,24,273193.05,Active
98722,9872,2024-10-20,Business,613116,6.76,12,54546.89,Active
98730,9873,2025-02-14,Auto,422034,7.57,180,2522.12,Active
98731,9873,2022-11-26,Gold,2291144,7.08,12,204446.42,Closed
98732,9873,2020-09-23,Personal,6308079,13.8,60,119643.23,Closed
98740,9874,2020-03-17,Home,4385264,11.03,60,81149.31,Active
98741,9874,2023-06-29,Home,3442715,11.18,60,63793.51,Active
98742,9874,2025-04-01,Auto,7635731,8.65,24,345675.91,Active
98750,9875,2022-05-23,Home,716528,6.84,36,21264.96,Active
98751,9875,2020-10-10,Gold,4927764,16.86,24,239941.04,Closed
98752,9875,2024-07-23,Auto,3660359,7.52,24,163984.08,Active
98760,9876,2021-10-05,Auto,618310,13.33,24,29197.11,Closed
98761,9876,2020-12-04,Personal,4418117,7.59,24,198060.5,Active
98762,9876,2020-02-12,Business,5191243,13.09,300,19569.26,Active
98770,9877,2024-05-07,Personal,2509200,16.62,240,12192.62,Closed
98771,9877,2020-04-04,Education,7204415,6.64,120,64023.23,Active
98772,9877,2023-08-27,Personal,7981102,11.03,180,49230.1,Closed
98780,9878,2022-07-17,Home,3672057,17.17,12,358545.77,Closed
98781,9878,2025-06-21,Education,4482349,15.68,24,216049.22,Closed
98782,9878,2022-09-26,Personal,3697545,15.15,300,14192.41,Default
98790,9879,2021-06-18,Home,4185358,13.01,240,19707.8,Active
98791,9879,2024-08-22,Auto,2494177,9.46,240,11375.53,Active
98800,9880,2021-08-23,Home,4636891,8.28,60,83680.43,Active
98801,9880,2022-03-14,Business,5242596,9.79,180,31976.92,Default
98802,9880,2020-10-28,Education,2599250,12.92,240,12229.47,Closed
98810,9881,2024-02-08,Personal,2656769,12.16,300,9932.77,Active
98811,9881,2023-10-11,Home,7040331,14.27,60,134083.1,Active
98812,9881,2020-01-11,Personal,5896316,7.69,120,52914.52,Active
98820,9882,2024-03-11,Education,1205834,7.04,240,5378.02,Active
98830,9883,2020-11-02,Home,2394637,17.78,180,15668.91,Active
98840,9884,2025-05-15,Education,380399,17.16,12,37139.62,Default
98850,9885,2024-08-10,Business,3605921,7.57,24,161620.38,Active
98860,9886,2020-06-11,Auto,477263,8.3,36,14357.66,Active
98870,9887,2020-05-01,Personal,5884816,9.01,12,534586.49,Active
98871,9887,2020-03-27,Home,7097126,12.08,60,132574.31,Active
98880,9888,2022-01-13,Business,3695540,6.94,36,109778.07,Active
98881,9888,2021-04-05,Personal,6361586,7.67,60,114158.66,Closed
98890,9889,2021-08-31,Business,1879311,7.34,300,6724.17,Active
98891,9889,2024-07-08,Gold,1850330,12.37,120,17326.8,Active
98892,9889,2022-11-25,Education,6888250,7.03,36,204791.5,Closed
98900,9890,2021-05-17,Personal,857243,7.29,120,7664.47,Active
98910,9891,2022-01-15,Gold,856760,12.65,60,16085.67,Closed
98911,9891,2024-06-05,Personal,1631783,14.44,180,10374.51,Active
98912,9891,2020-04-20,Education,7693769,9.59,240,35131.67,Default
98920,9892,2020-09-06,Business,7686894,8.01,180,46125.63,Closed
98921,9892,2025-01-13,Business,7768200,7.33,12,694800.76,Active
98922,9892,2023-05-30,Gold,2072080,9.71,12,189439.91,Active
98930,9893,2024-06-19,Education,2227694,11.24,24,103253.62,Closed
98931,9893,2021-05-13,Auto,7886452,17.45,24,385943.24,Active
98932,9893,2024-08-16,Education,879480,16.78,36,28529.35,Closed
98940,9894,2021-07-31,Business,3602118,16.86,300,14031.45,Active
98941,9894,2021-09-24,Personal,4803048,14.45,180,30539.38,Closed
98950,9895,2022-01-30,Auto,702734,17.58,24,34428.11,Active
98960,9896,2023-06-10,Gold,1537806,7.5,300,5510.47,Closed
98961,9896,2022-05-15,Business,379174,13.35,36,11938.71,Closed
98970,9897,2021-12-11,Gold,3727357,14.07,60,70863.27,Closed
98971,9897,2022-05-22,Auto,3049129,16.69,60,59300.48,Active
98972,9897,2024-03-28,Home,5489967,11.9,180,34129.29,Closed
98980,9898,2022-08-05,Auto,4675960,14.4,180,29718.32,Closed
98990,9899,2025-04-12,Business,270665,10.52,12,24928.25,Closed
99000,9900,2024-06-29,Home,4006897,10.98,180,24704.75,Closed
99010,9901,2023-07-15,Home,277811,9.24,240,1264.5,Closed
99011,9901,2020-12-27,Personal,6391534,16.51,300,24822.59,Active
99012,9901,2020-01-04,Business,2116928,10.59,240,9754.63,Active
99020,9902,2024-09-30,Home,3939554,17.17,120,38466.46,Active
99030,9903,2024-07-21,Education,3528665,7.56,120,31628.6,Active
99031,9903,2020-08-16,Education,4046354,17.36,24,197866.71,Closed
99032,9903,2021-07-30,Education,3076939,17.38,24,150487.96,Active
99040,9904,2024-09-02,Personal,4447530,16.73,12,432633.48,Active
99041,9904,2023-05-12,Gold,7299984,14.74,240,34900.01,Closed
99050,9905,2023-07-10,Personal,2438090,11.6,36,75580.79,Active
99060,9906,2020-06-07,Education,5681711,12.55,24,266448.57,Active
99061,9906,2022-03-21,Gold,7003456,11.91,24,326565.32,Active
99070,9907,2023-08-01,Auto,5573143,14.5,300,21270.83,Active
99071,9907,2020-08-22,Gold,2469026,7.14,36,73480.96,Closed
99072,9907,2023-12-01,Education,5253765,11.16,300,19466.95,Active
99080,9908,2023-01-03,Business,5558100,8.89,12,504351.26,Closed
99081,9908,2021-06-01,Auto,6751072,14.5,120,64416.48,Closed
99082,9908,2020-10-21,Home,2813975,8.23,36,84599.03,Active
99090,9909,2024-06-08,Gold,4319768,7.48,180,25793.81,Active
99091,9909,2021-03-30,Auto,4958265,8.83,120,44967.33,Closed
99092,9909,2024-11-11,Auto,6349543,7.57,180,37945.57,Active
99100,9910,2021-01-26,Auto,3788057,15.56,12,364789.89,Active
99110,9911,2021-12-22,Education,3717596,7.13,180,22125.89,Active
99111,9911,2021-12-11,Personal,6679108,13.53,24,315949.64,Closed
99120,9912,2024-08-07,Personal,5150031,11.95,240,24022.75,Closed
99121,9912,2023-12-11,Personal,2953127,11.2,300,10946.26,Active
99122,9912,2025-05-31,Home,5013192,13.4,240,23687.33,Closed
99130,9913,2023-08-14,Business,7843589,7.48,24,351262.06,Active
99140,9914,2021-04-23,Business,5785560,12.61,300,21717.06,Closed
99141,9914,2024-02-06,Auto,1418161,11.69,120,13199.53,Default
99150,9915,2025-05-05,Education,1424057,16.15,60,27567.37,Closed
99151,9915,2023-11-03,Auto,4760276,17.69,12,466864.07,Active
99160,9916,2020-12-05,Education,3935419,16.29,240,19068.74,Active
99161,9916,2021-12-12,Education,3391620,17.06,36,110284.18,Active
99162,9916,2021-11-18,Education,6721428,6.91,12,598823.22,Default
99170,9917,2024-01-09,Education,1783312,8.66,24,80739.45,Active
99180,9918,2021-10-20,Personal,3323544,17.95,24,163338.34,Closed
99181,9918,2021-03-24,Gold,3626005,7.66,300,13012.52,Active
99182,9918,2023-05-05,Home,3214029,14.89,240,15385.82,Active
99190,9919,2023-08-29,Home,4990701,7.87,60,89724.49,Active
99200,9920,2025-04-08,Business,3150204,12.7,120,29585.67,Active
99210,9921,2023-08-01,Business,537696,12.36,300,2013.85,Closed
99211,9921,2020-04-08,Personal,6172701,11.48,180,38229.59,Closed
99220,9922,2023-09-05,Auto,1220523,6.91,12,108738.43,Default
99221,9922,2023-06-15,Auto,7471286,8.58,12,676026.86,Active
99230,9923,2021-06-15,Personal,3658449,11.21,300,13561.87,Closed
99231,9923,2023-07-31,Business,6857905,12.55,240,32160.72,Active
99240,9924,2020-01-23,Gold,498666,15.66,300,1922.52,Closed
99250,9925,2021-05-19,Auto,3668492,12.79,12,344807.68,Active
99251,9925,2024-03-10,Gold,5243357,11.69,60,97605.09,Active
99260,9926,2023-04-11,Gold,4106914,11.58,12,381874.55,Active
99270,9927,2020-08-04,Gold,1746795,11.81,120,16275.76,Active
99280,9928,2021-05-07,Business,593999,15.39,120,5711.8,Active
99281,9928,2023-04-05,Gold,6936294,12.98,24,326526.04,Active
99290,9929,2024-08-10,Auto,1764601,14.68,24,84318.52,Active
99300,9930,2024-03-09,Gold,6393564,12.56,12,599716.3,Active
99301,9930,2022-05-21,Auto,5222931,16.77,36,169411.57,Default
99302,9930,2024-05-20,Education,2914824,17.18,300,11385.3,Active
99310,9931,2021-10-31,Education,7625640,13.55,36,240525.39,Active
99311,9931,2022-03-31,Auto,1976682,13.58,12,187092.95,Closed
99312,9931,2024-04-21,Home,5611800,9.09,60,102031.88,Closed
99320,9932,2023-07-19,Education,1340423,13.72,36,42342.47,Closed
99321,9932,2021-05-03,Education,2537017,12.12,36,79013.99,Active
99322,9932,2024-12-29,Personal,4822922,16.84,180,31306.12,Active
99330,9933,2020-10-22,Education,4642083,14.48,60,88570.94,Active
99331,9933,2024-02-25,Gold,956222,7.76,36,28622.91,Active
99340,9934,2024-03-05,Gold,2978275,12.09,24,139097.85,Active
99341,9934,2022-06-04,Home,6116001,12.96,24,287859.78,Closed
99350,9935,2024-12-23,Business,3467786,8.73,180,20947.35,Active
99351,9935,2020-02-19,Gold,1963188,11.31,12,182102.05,Active
99352,9935,2023-03-07,Auto,6738136,14.06,60,128091.97,Active
99360,9936,2020-11-18,Personal,1818388,14.3,180,11546.76,Default
99361,9936,2021-02-27,Auto,6745210,7.74,60,121121.49,Active
99370,9937,2022-03-23,Home,3147746,10.45,24,144861.89,Active
99371,9937,2023-08-05,Home,711459,17.28,300,2781.33,Active
99372,9937,2022-07-26,Home,3889342,15.25,24,186769.44,Closed
99380,9938,2021-12-04,Gold,4997508,16.07,12,483383.96,Active
99390,9939,2023-11-22,Home,2424988,6.81,36,71948.05,Closed
99400,9940,2021-07-06,Auto,5668268,12.84,240,26650.31,Active
99401,9940,2023-10-06,Auto,3646194,8.19,120,32873.48,Active
99402,9940,2021-02-07,Business,5520461,13.79,120,52347.77,Active
99410,9941,2023-10-02,Home,5772745,11.34,240,26780.73,Closed
99411,9941,2024-11-25,Gold,6783212,13.55,12,641861.44,Default
99420,9942,2022-03-11,Education,3480424,17.36,24,170192.73,Active
99421,9942,2022-08-01,Education,1299690,10.92,120,12013.47,Default
99430,9943,2024-03-07,Business,6260168,12.83,240,29430.61,Closed
99431,9943,2021-01-14,Business,289895,16.26,60,5617.2,Active
99440,9944,2022-10-06,Gold,184149,17.82,300,723.21,Active
99450,9945,2025-03-11,Personal,612495,6.81,24,27258.58,Closed
99451,9945,2022-08-24,Gold,371605,12.93,120,3497.11,Closed
99460,9946,2022-07-06,Personal,7953298,15.82,60,153525.16,Active
99461,9946,2022-12-01,Gold,7952724,8.86,12,721444.61,Default
99462,9946,2021-05-28,Gold,2490571,17.38,12,243619.35,Default
99470,9947,2021-07-21,Gold,3379664,11.68,120,31453.41,Active
99471,9947,2021-10-08,Gold,5832374,9.28,300,21245.39,Active
99480,9948,2021-01-25,Auto,2327174,13.5,36,73370.62,Closed
99490,9949,2025-05-09,Personal,358715,16.99,300,1398.87,Closed
99491,9949,2023-02-02,Gold,5782123,7.43,300,20705.78,Closed
99500,9950,2025-05-20,Home,1198186,16.63,60,23290.74,Default
99501,9950,2023-03-08,Auto,6152573,14.52,300,23486.42,Closed
99510,9951,2020-05-20,Auto,519018,17.76,24,25466.48,Active
99520,9952,2020-01-14,Home,7622700,15.92,60,147270.56,Active
99530,9953,2021-11-02,Education,6941889,7.08,36,206482.63,Closed
99531,9953,2022-10-10,Gold,263982,11.72,240,1228.84,Closed
99540,9954,2020-10-05,Business,6408541,10.1,240,29399.18,Closed
99541,9954,2024-08-31,Home,6019696,14.13,180,38168.22,Active
99542,9954,2022-07-26,Home,2548980,7.01,24,113652.65,Closed
99550,9955,2023-05-18,Business,3988948,15.73,24,192350.4,Active
99560,9956,2022-07-10,Gold,7384629,7.78,12,663262.76,Active
99561,9956,2023-04-18,Business,2473630,12.92,12,232768.58,Active
99570,9957,2020-01-05,Gold,5675203,16.37,60,110070.56,Closed
99571,9957,2025-02-06,Home,5329512,16.03,120,51531.94,Active
99572,9957,2020-09-29,Education,1708734,6.95,180,10152.73,Active
99580,9958,2020-07-30,Education,1735943,8.49,12,156943.71,Closed
99581,9958,2023-07-07,Education,2212704,8.43,300,7997.45,Closed
99590,9959,2020-05-23,Gold,1764555,13.12,240,8316.94,Closed
99600,9960,2023-09-01,Education,7803165,12.63,24,366196.03,Active
99610,9961,2022-10-22,Auto,5318994,15.41,12,511554.25,Closed
99611,9961,2020-09-05,Gold,3028945,11.63,240,14088.38,Active
99620,9962,2023-11-01,Auto,5478044,13.45,60,103580.68,Active
99630,9963,2024-07-18,Gold,3501512,12.63,240,16432.3,Active
99631,9963,2023-08-03,Education,2983493,9.14,240,13567.43,Active
99632,9963,2023-12-20,Personal,2125434,11.22,300,7879.69,Closed
99640,9964,2020-01-27,Personal,5034818,14.36,24,239909.08,Closed
99641,9964,2023-09-14,Personal,5012683,10.03,300,18384.85,Active
99642,9964,2022-07-01,Education,4077830,16.82,36,132325.58,Active
99650,9965,2021-01-20,Personal,4060338,12.61,300,15241.16,Closed
99651,9965,2021-05-23,Personal,6632242,9.8,300,24274.01,Active
99652,9965,2022-03-17,Education,2800629,9.6,240,12789.54,Default
99660,9966,2021-03-10,Education,4702008,7.2,60,84009.21,Closed
99661,9966,2024-10-11,Personal,370037,17.05,300,1443.76,Closed
99662,9966,2021-06-29,Education,7689518,11.56,36,238289.62,Active
99670,9967,2023-11-04,Business,3914032,13.47,60,74020.87,Closed
